Project,Hole,From_m,To_m,Colour,Oxidation,Foliation,QtzCarb_Replacement_Pct,Lith1_Group,Lith1,Lith1_Texture,Lith1_Bedding,Lith1_Volc_Txt1,Lith1_Volc_Txt2,Comments,ImagePath,Relog,Logger,Timestamp
GCL,KAD17-027,142,153.25,GREEN-GRY,UO,MOD,15,UM,UM,MASS,,,,"Grey green, patchy quartz-chlorite-carbonate±weak fuchsite altered ultramafic. 	Moderate foliation ~ 70°TCA defined by quartz carbonate veins. 	Quartz-carbonate replacement ~15%, locally very strongly silicified. 	Lower contact defined by ~1m fault breccia oriented ~45° TCA. 	Trace pyrite throughout.",,0,Stubley,6/12/2017
GCL,KAD17-027,153.25,160,GREEN-BLK,UO,ST,,UM,UM,BOUD,,,,"Strongly foliated, strongly talc-chlorite altered dark green ultramafic rocks. 	Common local faulting/shearing. 	Foliation ~ 40° TCA. 	Trace pyrite.",,0,Stubley,6/12/2017
GCL,KAD17-027,160,170.5,GREEN-GRY,TO,MOD,5,UM,UM,BAND,,,,"Intensely silicified grey-to bright green quartz-fuchsite altered ultramafic.	Texture is mottled with pervasive clear to grey quartz flooding, and locally banded with alternating rock/quartz-carbonate veins. 	Banding/foliation at ~50° TCA. 	Strongly disseminated pyrite up to 10%  over <30cm local intervals, common traces of chalcopyrite and tennantite. Total overall sulphides ~5%.",,0,Stubley,6/12/2017
GCL,KAD17-027,170.5,204.44,,,,,FILL,GRAVEL,,,,,"Variably brown-carbonate±fuchsite altered ultramafic rock. 	Drillers reported hitting sandy stope fill ~170 m. 	Strong oxidation of fracture planes, poor recovery (7 m loss over logged interval) and very common mis-latching of core ends. 	Common rubble. 
Sample breaks listed below:
170.5 to 181.4: Brown carbonate altered ultramafics with minor sericite
	181.4 to 183.20 Massive black – brown quartz-carbonate altered ultramafic
	183.20 to 190.40: variably altered <40cm UM boulders and cobbles, commonly strongly silicified with minor fuchsite, sericite and chlorite alt also common.
	190.40 to 196.55 Brown carbonate altered ultramafic boulders, rubble, and local <30 cm albitized fragment/cobbles.
196.55- 198.24 Brown carbonate altered UM
196.55- 204.44 Heterolithic rubble.",,0,Stubley,9/17/2017
GCL,KAD17-027,204.44,219.1,GREY-BLK,UO,WK,0,DYK,DYKE-BIOT,MASS,,,,"Massive, black to dark grey mafic, possible diabase dyke intervals within but cannot distinguish contacts. Patchy weak albite alteration, pervasive calcite-chlorite alteration. 	Weakly foliated approximately 45° TCA. 	Strongly disseminated but patchy pyrite up to 3% overall.",,0,Stubley,10/12/2017
GCL,KAD17-027,219.1,227,GREEN,UO,ST,20,UM,UM,BOUD,,,,"Pale green-grey, strongly chlorite-calcite-sericite±patchy weak fuchsite altered ultramafic. 	Strong silicification extends to both sides of upper contact, from approximately 216 to 220m, this zone contains abundant disseminated pyrite, decreases to trace for rest of this interval. Strongly foliated ~45° TCA.",,0,Stubley,6/14/2017
GCL,KAD17-027,227,230.19,BLACK,UO,NON,0,DYK,DYKE-BIOT,MASS,,,,"Dark grey equigranular, calcite altered, diabase dyke with sharp/sheared margins ~45°TCA. 	Very weakly foliated.	 Unmineralized.
Not Sampled",,0,Stubley,10/12/2017
GCL,KAD17-027,230.19,246.56,GREY-BLK,UO,ST,10,UM,UM,BOUD,,,,"Strongly talc-chlorite-calcite altered ultramafic. 
Strongly foliated 45-50° TCA. 	Patchy euhedral pyrite. 	Not Sampled",,0,Stubley,6/14/2017
GCL,KAD17-027,246.56,249,BLACK,UO,NON,0,DYK,DYKE-BIOT,MASS,,,,"Dark grey equigranular, calcite altered, diabase dyke with sharp/sheared margins ~45°TCA. 	Very weakly foliated.	 Unmineralized.
Not Sampled.",,0,Stubley,10/12/2017
GCL,KAD17-027,249,260.6,GREY-BLK,UO,ST,10,UM,UM,BOUD,,,,"Strongly talc-chlorite-calcite altered ultramafic. 
Strongly foliated 45-50° TCA. 	Patchy euhedral pyrite. 	Not Sampled.",,0,Stubley,6/14/2017
GCL,KAD17-027,260.6,262.2,GREY-BLK,UO,NON,0,DYK,DYKE-BIOT,MASS,,,,"Dark grey equigranular, calcite altered, diabase dyke with sharp/sheared margins ~45°TCA. 	Very weakly foliated.	 Unmineralized.
Not Sampled.",,0,Stubley,10/12/2017
GCL,KAD17-027,262.2,265.12,GREY-BLK,UO,ST,10,UM,UM,BOUD,,,,"Strongly talc-chlorite-calcite altered ultramafic. 
Strongly foliated 45-50° TCA. 	Patchy euhedral pyrite. Local shearing/faulting. 	Not Sampled.",,0,Stubley,6/14/2017
GCL,KAD17-027,265.12,271.4,BLACK,UO,NON,0,DYK,DYKE-BIOT,MASS,,,,"Dark grey equigranular, calcite altered, diabase dyke with sharp/sheared margins ~45°TCA. 	Very weakly foliated.	 Unmineralized.
Not Sampled.",,0,Stubley,10/12/2017
GCL,KAD17-027,271.4,285,GREY-BLK,UO,ST,10,UM,UM,BOUD,,,,"Strongly talc-chlorite-calcite altered ultramafic. 
Strongly foliated 45-50° TCA. 	Patchy euhedral pyrite. Local shearing/faulting. 	Not Sampled.",,0,Stubley,6/29/2017
GCL,KAD17-028,0,9,,,,,OVB,OVB,,,,,"Cased to 9m. 	Polylithic angular rubble from 8.60-9.00m.",,0,Blackwell,6/11/2017
GCL,KAD17-028,9,25.36,GREY,TO,MOD,1,SED,SED-MSSS,BED,THIN,,,"Laminated to thickly bedded mudstone (grey domains) to sandstone (tan domains). 	Graded beds facing down-hole. 	Pervasive sericite +- carbonate alteration. Trace disseminated pyrite. 	Occasional boudinaged quartz-carbonate veins, <4cm wide. 	Contorted and folded beds from ~20-22m. 	22-22.40m: massive quartz-carbonate vein. 	22.52-23.70m: very broken and fragmented rock; possible fault zone.",,0,Blackwell,6/11/2017
GCL,KAD17-028,25.36,50.95,GREEN-OL,WO,MOD,5,SED,UM-SED,BED,THCK,,,"Olive green to greyish, mixed sedimentary facies with fragments of ultramafic, mafic and quartz-carbonate veins. Sedimentary matrix grades from sandstone to mudstone domiant over 10 m domains (see below).  ~10-30% irregular deformed fragments in a foliated sand-sized matrix. Fragments include: dominantly quartz-carbonate veins with pressure shadows, wispy foliated ultramafic fragments, dark grey-black aphanitic fragments
•	25.36-34.05m: sandstone dominant
•	34.05-35.40m: mudstone dominant
•	35.40-38.50m: sandstone dominant
•	38.50-44.22m: mudstone dominant
•	44.22-50.95m: sandstone dominant
Pervasive carbonate-sericite-chlorite alteration and weak disseminated pyrite.Gradational lower contact to ultramafic facies.",,0,Blackwell,6/11/2017
GCL,KAD17-028,50.95,59.46,GREY,WO,MOD,15,UM,UM,BRECCIA,,,,"Brecciated ultramafic; breccia texture defined by white quartz-carbonate infill. Pervasive chlorite-carbonate alteration, gradational to stronger carbonate-quartz alteration at the lower contact. Orange (oxidized) to ~57.5m depth. Trace to no disseminated pyrite.",,0,Blackwell,6/11/2017
GCL,KAD17-028,59.46,61.86,TAN,TO,WK,5,DYK,DYKE-ALB,APHAN,,,,"Albite-quartz-altered aphanitic dykes/boundins and feldspar-phyric felsic dykes. Albitite dykes / boudins have irregular wispy fuchsite-quartz-carbonate altered ultramafic inclusions, or ragged, irregular margins. Felsic dykes from 59.68 to 60.00m, and from 60.50 to 60.80m, are pinkish and have faint feldspar crystals. 	Strong disseminated pyrite in albite-altered aphanitic domains.",,0,Blackwell,6/11/2017
GCL,KAD17-028,61.86,89.44,GREEN-GRY,TO,MOD,15,UM,UM,GRAN,,SPX,,"Massive green-grey to brown ultramafic with a fine- to medium-grained granular texture; local spinifex texture. 	Irregular and deformed quartz-carbonate vein stockwork. Pervasive carbonate-quartz alteration with very weak fuchsite and very weak sericite-chlorite alteration. 	Fine-grained disseminated pyrite (0.5-1%).",,0,Blackwell,6/12/2017
GCL,KAD17-028,89.44,103.18,GREEN-EM,TO,MOD,50,UM,UM-QC,BRECCIA,,SPX,,"Emerald green wispy banded ultramafic with 40-60% white quartz-carbonate infill. 	Local spinifex texture in UM fragments. 	Pervasive fuchsite-quartz-carbonate alteration. 	Strong (1-2%) disseminated pyrite + chalcopyrite. 	Irregular brown, strongly albite-carbonate- disseminated pyrite boudins at 97.45 to 97.72m.",,0,Blackwell,6/12/2017
GCL,KAD17-028,103.18,113.42,GREEN-AP,TO,MOD,20,UM,UM-ALB,MASS,,,,"Apple to emerald green massive ultramafic with irregular wispy albitic dykes/boudins up to 30cm diameter. 	Pervasive fuchsite-sericite-quartz-carbonate alteration of ultramafic. Pervasive albite-quartz alteration of abitites. 10-30% quartz-carbonate stockwork veins – disseminated sulfides concentrated in the vein envelopes. Strong (1-2%) disseminated pyrite + arsenopyrite.",,0,Blackwell,6/12/2017
GCL,KAD17-028,113.42,117.79,TAN,UO,WK,5,DYK,DYKE-ALB,APHAN,,,,"Tan-grey, aphanitic, albite-quartz altered albitite. Pervasive strong to intense albite-quartz +- sericite alteration. Irregular white quartz-carbonate vein network (<5%). Strong (2-3%) disseminated pyrite (very silvery) and possible trace arsenopyrite. Sharp upper and lower contacts are deformed and brecciated.",,0,Blackwell,6/12/2017
GCL,KAD17-028,117.79,118.62,GREEN-AP,UO,MOD,5,UM,UM-ALB,BOUD,,,,"Apple green fuchsite-quartz-carbonate altered ultramafic with pale tan boudins of albite. 	Albitic boudins compose ~70% of the rock. 	Pervasive fuchsite-quartz-carbonate alteration of ultramafic. Pervasive albite-quartz-muscovite-carbonate altered albitite. Moderate to strong disseminated pyrite.",,0,Blackwell,6/12/2017
GCL,KAD17-028,118.62,131.58,BROWN,TO,MOD,30,UM,UM-ALB,BRECCIA,,,,"Brown, carbonate-quartz altered ultramafic. Pervasive sericite-carbonate-quartz-chlorite alteration. 10-50% quartz-carbonate stockwork infill. Albitite boudins or domains up to 25cm wide. Weak disseminated pyrite and possible arsenopyrite (<0.5%).",,0,Blackwell,6/12/2017
GCL,KAD17-028,131.58,132,,,,,VOID,VOID,,,,,,,0,Blackwell,9/17/2017
GCL,KAD17-028,132,149.43,,,,,SLAB,BOULDER,,,,,"Mixed – ultramafic facies; variably altered boulders; dominantly brown carbonate altered ultramafic, 1 boulder of talc-chlorite altered ultramafic and 1 run of fuchsite-quartz-carbonate altered ultramafic. 1-2m intervals separated by non-latching core with subtle alteration and textural variations. Each run has 20cm to 1m of lost recovery. Possible stope fill or slabby boulders on the side of a stope.",,0,Blackwell,9/17/2017
GCL,KAD17-028,149.43,150.04,TAN,UO,WK,2,DYK,UM-ALB,APHAN,,,,"Tan, massive, homogenous unit with ragged sericite altered feldspar. Pervasive sericite-carbonate-albite alteration. Strong disseminated pyrite (2-3%). 	Irregular thin stockwork of grey quartz-carbonate veins.",,0,Blackwell,6/12/2017
GCL,KAD17-028,150.04,153.6,BROWN,UO,WK,10,UM,UM,GRAN,,,,"Massive fine-grained, granular textured ultramafic. 	Pervasive carbonate-quartz alteration with weak fuchsite and sericite, and trace chlorite. 	5-10% irregular quartz-carbonate vein network. Weak disseminated pyrite (<0.5%).",,0,Blackwell,6/13/2017
GCL,KAD17-028,153.6,156.35,,,,,FILL,GRAVEL,,,,,Mixed – ultramafic facies; variably altered boulders; dominantly brown carbonate-sericite ultramafic and fuchsite-quartz-carbonate altered ultramafic. Fragments < 15cm.,,0,Blackwell,9/17/2017
GCL,KAD17-028,156.35,162.32,GREEN-AP,UO,MOD,10,UM,UM-BX,BRECCIA,,,,"Polymictic breccia with variably altered  angular ultramafic and albitic fragments, < 3cm, in a sand-sized matrix and ~10-15% quartz cement. Pervasive quartz-carbonate fuchsite alteration +- albite +- sericite +- chlorite. 	Wispy lenses of disseminated pyrite (very silivery-arsenian pyrite); possible fragments. Fine disseminated pyrite (0.5%).",,0,Blackwell,6/13/2017
GCL,KAD17-028,162.32,168,GREEN-GRY,TO,WK,20,UM,UM,MASS,,,,"Massive ultramafic with pervasive fuchsite-quartz-carbonate alteration. Locally “flooded” with quartz-carbonate/silicified zones. QC cement discrete vein breccias (5-30cm wide domains). 	Weak disseminated pyrite (<0.5%).",,0,Blackwell,6/13/2017
GCL,KAD17-028,168,179.17,GREEN-GRY,TO,MOD,15,UM,UM,GRAN,,,,"Poor recovery, possible fill material; 1m to 50 cm core loss on each run through this interval. Domains of ultramafic, up to 2 m, separated by zones of angular rubble. 	Massive fine- to coarse-grained granular ultramafic. 	Moderate pervasive fuchsite-quartz-carbonate alteration. ~10% QC vein stockwork, dominantly white but locally veins are grey “smokey”. Silicified fault breccia from 178.39 to 179.2m. Weak disseminated pyrite (<0.5%).",,0,Blackwell,6/13/2017
GCL,KAD17-028,179.17,191,BLACK,UO,INT,15,UM,UM-SS,BED,,,,"Not confident in the lithology - may be mixed or obscured by intense foliation	.Poor recovery to 185.00m. Dark grey-black banded unit with strong pervasive quartz-graphite alteration. 	Strong foliation, banded alteration, and sheared and faulted quartz-carbonate veins. Bottom contact, from 190.6 to 191.0 is a gravelly fault that marks an abrupt change in foliation intensity (strong up-hole and moderate to weak down-hole). Weak bands of fuchsite from 179.17 to 186.0m. Graphitic fracture surfaces and irregular foliated domains. Strong disseminated pyrite (2-5%), trace arsenopyrite.",,0,Blackwell,9/17/2017
GCL,KAD17-028,191,202.72,GREY,UO,WK,1,MAFIC,MAFIC,MASS,,,,"Homogeneous, massive dark grey unit, fine-grained unit. 	Planar grey quartz-carb veins ~1-2 cm, ~ 1 per m. 	Pervasive albitic-carbonate alteration; very weak reaction to HCl. 	Weak disseminated pyrite (<0.5%).",,0,Blackwell,6/13/2017
GCL,KAD17-028,202.72,233.03,GREY,UO,ST,1,MAFIC,MAFIC-VAR,BRECCIA,,VAR,,"Monomictic mafic breccia with pale pink varioles and zones of coalesced varioles, banded dark green-black and grey. 	Patchy foliation parallel albite-carbonate alteration, moderate reaction to HCl. 	Locally strong disseminated pyrite and arsenopyrite; mineraliation particularly enriched after 217.12m.",,0,Blackwell,6/14/2017
GCL,KAD17-028,233.03,234.2,BLACK,UO,MOD,1,SED,SED-MS-GRAPH,FLTD,,,,Graphitic interbed from 233.03 to 233.30m separating albite-quartz-altered mafic facies. Graphitic fault breccia from 233.67 to 234.20m with a large white quartz-carbonate vein. Strong disseminated pyrite and trace arsenopyrite.,,0,Blackwell,6/14/2017
GCL,KAD17-028,234.2,237.52,GREY,UO,MOD,10,MAFIC,MAFIC,BRECCIA,,,,Dark grey unit of strongly silificed and pyrite mineralized breccia of dominantly mafic composition. Other fragments include:quartz-vein fragments and black mudstone fragments. BX texture interpreted to be the result of a tectonic or hydorthermal overprint. Intense pervasive quartz-albite alteration. Very strong disseminated pyrite and arsenopyrite.,,0,Blackwell,6/14/2017
GCL,KAD17-028,237.52,250.7,GREEN-GRY,UO,ST,30,UM,UM,BAND,,,,"Grey, strongly foliated ultramafic, possible mixed zone of mafic protolith (Cr values on pXRF vary from 200 to 800 ppm throughout). 	Strong to intense quartz-carbonate alteration, weak or diffuse fuchsite alteration, weak patchy sericite-chlroite alteration. Irregular fragmented smokey quartz veins. Patchy moderate to strong disseminated pyrite.",,0,Blackwell,6/14/2017
GCL,KAD17-028,250.7,262.42,GREY,UO,INT,30,UM,UM,BAND,,,,"Grey, strongly foliated and banded ultramafic. 	Bands of grey-white quartz-carbonate and muscovite-chlorite altered ultramafic. Patchy weak to moderate pyrite.",,0,Blackwell,6/14/2017
GCL,KAD17-028,262.42,282,GREY,UO,INT,40,UM,UM,BAND,,,,"Banded carbonate (+calcite)-chlorite altered ultramafic (strong reaction to HCl). Very strongly foliated, 40degTCA. Weak disseminated pyrite.",,0,Blackwell,6/14/2017
GCL,KAD17-029,0,6.45,,,,,OVB,OVB,,,,,,,0,Blackwell,6/15/2017
GCL,KAD17-029,6.45,32.3,GREY,TO,ST,2,SED,SED-MSSS,,,,,"Bedded sandstone to mudstone; laminated to thickly bedded. Thickly bedded sandstone beds up to 1m thick from 6.45 to 11.35m, thereafter mudstone dominant. 	Planar to contorted and folded beds; normally graded – facing downhole. 	Pervasive sericite-muscovite-chlorite alteration. Irregular brecciated quatz-carbonate veins; <2cm thick. 	25.98-26.87m: broken core with a 15cm wide chunky quartz-carboante vein; possible fault zone. 	Gradational lower contact.",,0,Blackwell,6/15/2017
GCL,KAD17-029,32.3,57.34,GREEN-GRY,TO,ST,5,UM,UM-SED,BRECCIA,CTRD,,,"Olive greenish-grey unit with pervasive carbonate-sericite-chlorite alteration. Deformed and foliated mixed ultramafic and clastic facies with fragments and boudins of quartz-carbonate veins and lithics. Domains of sandstone dominant (32.30-38.72m), mudstone dominant (38.72-50.20m), and ultramafic dominant (50.20-57.34m). 	Gradational lower contact to ultramafic facies.",,0,Blackwell,6/15/2017
GCL,KAD17-029,57.34,71.11,BLUE-BLK,TO,MOD,15,UM,UM-BX,BRECCIA,,,,Brecciated ultramafic; breccia texture defined by white quartz-carbonate infill. Pervasive chlorite-carbonate alteration. Trace to no disseminated pyrite.,,0,Blackwell,6/15/2017
GCL,KAD17-029,71.11,75.76,TAN,UO,WK,5,DYK,DYKE-ALB,APHAN,,,,"Albite-quartz-sericite altered unit. 	Irregular wispy fuchsite-quartz-carbonate altered ultramafic inclusions, or ragged, irregular margins. Moderate to strong disseminated pyrite.",,0,Blackwell,6/15/2017
GCL,KAD17-029,75.76,84.5,GREY,TO,MOD,10,UM,UM,GRAN,,,,"Brown to greenish, massive ultramafic with a fine- to medium-grained granular texture. 	Fine-grained to aphanitic dykes/boudins/non-veined intervals from 81.35 – 81.82m and 82.53 – 82.76m; possible dykes (mafic or ultramafic?). Irregular and deformed quartz-carbonate vein stockwork. Trace to no disseminated pyrite. 	Gradational lower alteration and vein intensity contact.",,0,Blackwell,6/15/2017
GCL,KAD17-029,84.5,94.55,GREEN-EM,TO,MOD,40,UM,UM-QC,BRECCIA,,SPX,,"Emerald green wispy banded ultramafic with 40-60% white quartz-carbonate infill. 	Local spinifex texture in UM fragments. 	Pervasive fuchsite-quartz-carbonate alteration. Strong (1-2%) disseminated pyrite.",,0,Blackwell,6/15/2017
GCL,KAD17-029,94.55,103.05,TAN,TO,WK,5,DYK,DYKE-ALB,,,,,"Albitite unit with irregular ultramafic inclusions.	Pale greyish-brown, fine-grained unit with gradational brecciated margins to quartz-carbonate-chlorite altered ultramafic. 	Pervasive albite-carbonate-sericite altered. Gradational upper contact with massive to granular ultramafic facies with weak fuchsite alteration. Weak disseminated pyrite.",,0,Blackwell,6/16/2017
GCL,KAD17-029,103.05,124.87,GREEN-EM,UO,MOD,40,UM,UM-QC,BAND,,,,"Emerald green wispy banded ultramafic with ~40% white quartz-carbonate infill. Strong disseminated pyrite-arsenopyrite and tetrahedrite mineralization. Quartz vein at 122.52m has coarse tetrathedrite,0.5cm wide blebby aggregate. Irregular ragged albitite fragments locally.",,0,Blackwell,6/16/2017
GCL,KAD17-029,124.87,129.41,GREEN-AP,TO,MOD,15,UM,UM,MASS,,,,"Apple green massive ultramafic gradational to strongly QC banded ultramafic upper and lower contacts. Pervasive fuchsite-quartz-carbonate alteration with weak to moderate patchy sericite. 	Strong pyrite mineralization.",,0,Blackwell,6/16/2017
GCL,KAD17-029,129.41,133.57,GREEN-EM,UO,MOD,40,UM,UM-QC,BAND,,,,"Emerald green wispy banded ultramafic with ~ 40% white quartz-carbonate infill. 	Strong pyrite-tetrahedrite mineralization. 	Tetrahedrite clusters, up to 0.5cm, in white quartz veins.",,0,Blackwell,6/16/2017
